Ad_ID,Campaign_Name,Clicks,Impressions,Impressions per conversion,Cost,Conversions,Cost per conversion,Leads,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1193,Data Analytics Corse,91,5428,1809.33,$248.38,3,$82.79,11,0.033,"$1,835",22-11-2024,HYDERABAD,tablet,learn data analytics
A1194,Data Analytcis Course,140,3571,396.78,$238.12,9,$26.46,21,0.064,"$1,762",2024/11/16,HYDERABAD,DESKTOP,learn data analytics
A1195,DataAnalyticsCourse,154,3638,454.75,$182.17,8,$22.77,11,0.056,"$1,413",2024-11-04,HYDERABAD,mobile,online data analytic
A1196,Data Anlytics Corse,133,4505,1501.67,$200.52,3,$66.84,23,0.039,"$1,562",26-11-2024,hyderabad,TABLET,analytics for data
A1197,Data Analytcis Course,,5016,557.33,$238.59,9,$26.51,26,,"$1,620",2024-11-20,Hyderbad,Mobile,data analitics online
A1198,Data Anlytics Corse,141,3071,511.83,$208.20,6,$34.70,10,0.043,"$1,647",18-11-2024,hydrebad,Tablet,data analitics online
A1199,Data Anlytics Corse,135,5682,1894.00,,3,0,30,,"$1,445",2024/11/15,Hyderbad,tablet,data anaytics training
A1200,Data Analytics Corse,199,5067,633.38,$247.38,8,$30.92,24,0.059,"$1,365",2024/11/19,Hyderbad,mobile,analytics for data
A1201,Data Analytcis Course,138,3971,1323.67,$184.87,3,$61.62,28,0.022,"$1,718",2024-11-07,Hyderbad,TABLET,learn data analytics
A1202,Data Analytcis Course,175,4481,448.10,$236.38,10,$23.64,21,0.057,"$1,257",20-11-2024,hyderabad,DESKTOP,data analytics course
A1203,Data Anlytics Corse,170,5476,1369.00,$186.29,4,$46.57,25,0.024,"$1,731",08-11-2024,hyderabad,mobile,analytics for data
A1204,Data Analytcis Course,138,4426,442.60,$203.75,10,$20.38,24,0.072,"$1,838",2024-11-05,HYDERABAD,MOBILE,data analytics course
A1205,DataAnalyticsCourse,108,4080,1020.00,$247.80,4,$61.95,18,0.037,"$1,363",2024-11-30,Hyderbad,Tablet,online data analytic
A1206,Data Anlytics Corse,150,4113,587.57,$219.67,7,$31.38,12,0.047,"$1,196",2024-11-22,hyderabad,MOBILE,learn data analytics
A1207,DataAnalyticsCourse,90,5119,511.90,$226.58,10,$22.66,14,0.111,"$1,348",2024/11/07,hydrebad,DESKTOP,analytics for data
A1208,Data Analytics Corse,98,3422,488.86,$223.55,7,$31.94,17,,"$1,414",2024-11-19,hydrebad,TABLET,online data analytic
A1209,Data Analytcis Course,130,3327,1109.00,$224.83,3,$74.94,13,0.023,"$1,668",16-11-2024,hydrebad,MOBILE,online data analytic
A1210,Data Analytcis Course,199,,0.00,$199.98,8,$25.00,15,0.04,"$1,467",2024-11-08,HYDERABAD,tablet,data anaytics training
A1211,DataAnalyticsCourse,101,3241,#DIV/0!,$183.34,,#DIV/0!,24,,"$1,483",10-11-2024,Hyderbad,TABLET,data anaytics training
A1212,Data Anlytics Corse,118,3970,441.11,,9,0,27,0.076,"$1,036",2024-11-19,hydrebad,desktop,data analytics course
A1213,Data Analytics Corse,199,5734,#DIV/0!,$247.99,,#DIV/0!,18,,"$1,455",2024/11/11,hydrebad,DESKTOP,data analitics online
A1214,DataAnalyticsCourse,183,4001,1000.25,$237.85,4,$59.46,23,0.022,"$1,430",2024/11/21,Hyderbad,MOBILE,online data analytic
A1215,Data Anlytics Corse,126,4206,420.60,$233.76,10,$23.38,29,0.041,"$1,998",2024-11-06,hyderabad,tablet,online data analytic
A1216,Data Anlytics Corse,199,4745,527.22,,9,0,13,,"$1,800",2024-11-28,HYDERABAD,tablet,analytics for data
A1217,DataAnalyticsCourse,92,4042,577.43,$200.75,7,$28.68,15,0.076,"$1,234",2024-11-24,HYDERABAD,TABLET,learn data analytics
A1218,Data Anlytics Corse,,4883,1627.67,$249.61,3,$83.20,10,,"$1,464",2024-11-12,hyderabad,Tablet,online data analytic
A1219,DataAnalyticsCourse,92,3748,468.50,$208.15,8,$26.02,14,0.087,"$1,297",2024/11/02,hyderabad,Desktop,analytics for data
A1220,Data Anlytics Corse,135,3480,870.00,$224.94,4,$56.24,11,0.03,"$1,398",2024-11-23,Hyderbad,Tablet,data analitics online
A1221,DataAnalyticsCourse,177,3007,375.88,$223.22,8,$27.90,30,0.045,"$1,766",2024/11/02,hydrebad,MOBILE,data analitics online
A1222,Data Analytics Corse,117,3380,338.00,$186.73,10,$18.67,21,0.055,"$1,958",2024-11-19,hyderabad,desktop,data anaytics training
A1223,DataAnalyticsCourse,127,4823,482.30,$194.69,10,$19.47,11,0.057,"$1,496",15-11-2024,hydrebad,DESKTOP,data analytics course
A1224,Data Analytcis Course,132,4490,641.43,$202.45,7,$28.92,10,0.053,"$1,441",2024-11-10,Hyderbad,mobile,data analitics online
A1225,DataAnalyticsCourse,102,5149,572.11,$229.48,9,$25.50,27,0.088,"$1,137",26-11-2024,hyderabad,Desktop,learn data analytics
A1226,Data Anlytics Corse,91,4290,429.00,$213.74,10,$21.37,,,"$1,797",2024/11/16,hydrebad,Mobile,online data analytic
A1227,Data Anlytics Corse,163,5643,940.50,$217.40,6,$36.23,30,,"$1,678",2024-11-01,hydrebad,DESKTOP,data analitics online
A1228,Data Analytics Corse,92,3916,652.67,$188.10,6,$31.35,,0.065,"$1,005",2024/11/14,hyderabad,DESKTOP,online data analytic
A1229,Data Anlytics Corse,165,4551,#DIV/0!,$185.35,,#DIV/0!,30,,"$1,662",2024/11/06,Hyderbad,desktop,data analitics online
A1230,Data Analytics Corse,127,3344,418.00,$201.70,8,$25.21,10,,"$1,190",2024/11/11,HYDERABAD,DESKTOP,analytics for data
A1231,Data Analytics Corse,178,4441,1110.25,$231.97,4,$57.99,22,0.022,"$1,886",2024/11/24,hyderabad,MOBILE,analytics for data
A1232,Data Anlytics Corse,101,,0.00,$234.17,5,$46.83,29,0.05,"$1,568",2024-11-27,hyderabad,mobile,data anaytics training
A1233,Data Anlytics Corse,161,5977,#DIV/0!,$193.27,,#DIV/0!,24,,"$1,366",13-11-2024,Hyderbad,Desktop,online data analytic
A1234,Data Anlytics Corse,95,4562,506.89,$187.62,9,$20.85,24,0.095,"$1,239",2024-11-26,hydrebad,Desktop,data anaytics training
A1235,Data Analytcis Course,85,5099,566.56,$232.56,9,$25.84,28,,"$1,526",02-11-2024,hydrebad,mobile,data anaytics training
A1236,Data Analytics Corse,192,5852,731.50,$181.05,8,$22.63,16,0.042,"$1,600",2024-11-21,HYDERABAD,DESKTOP,analytics for data
A1237,Data Anlytics Corse,80,3823,955.75,$181.57,4,$45.39,13,,"$1,564",2024/11/13,hydrebad,Desktop,online data analytic
A1238,DataAnalyticsCourse,191,4612,461.20,$238.23,10,$23.82,20,0.052,"$1,531",01-11-2024,Hyderbad,mobile,learn data analytics
A1239,DataAnalyticsCourse,147,5881,840.14,$196.34,7,$28.05,23,0.048,"$1,614",2024/11/18,HYDERABAD,desktop,data anaytics training
A1240,Data Analytics Corse,100,5204,1301.00,$197.53,4,$49.38,26,0.04,"$1,675",24-11-2024,hydrebad,TABLET,data analytics course
A1241,Data Analytcis Course,82,5130,570.00,$233.75,9,$25.97,,0.11,,15-11-2024,Hyderbad,Mobile,data analitics online
A1242,DataAnalyticsCourse,123,5231,523.10,$202.93,10,$20.29,30,0.081,"$1,551",2024-11-23,HYDERABAD,Desktop,online data analytic
A1243,Data Anlytics Corse,165,5980,1993.33,$248.41,3,$82.80,17,0.018,"$1,803",06-11-2024,Hyderbad,Tablet,online data analytic
A1244,DataAnalyticsCourse,167,3202,533.67,$214.87,6,$35.81,26,0.036,"$1,571",12-11-2024,HYDERABAD,desktop,data analitics online
A1245,Data Anlytics Corse,111,5847,649.67,$196.71,9,$21.86,21,0.081,"$1,445",2024-11-30,hyderabad,mobile,online data analytic
A1246,Data Analytcis Course,94,4359,871.80,,5,0,28,0.045,"$1,920",2024/11/07,hydrebad,tablet,learn data analytics
A1247,Data Analytics Corse,179,3185,637.00,$236.74,5,$47.35,29,,"$1,156",2024/11/11,hyderabad,Desktop,data analytics course
A1248,DataAnalyticsCourse,166,5592,1398.00,$183.03,4,$45.76,22,0.024,"$1,636",2024-11-22,HYDERABAD,TABLET,online data analytic
A1249,Data Analytcis Course,90,5062,843.67,$191.40,6,$31.90,23,,"$1,775",2024/11/19,hyderabad,Tablet,data analytics course
A1250,Data Analytcis Course,106,5830,583.00,$241.90,10,$24.19,29,0.035,"$1,897",2024/11/02,hyderabad,DESKTOP,data anaytics training
A1251,Data Analytics Corse,,4629,771.50,$236.96,6,$39.49,10,,"$1,183",06-11-2024,HYDERABAD,desktop,data anaytics training
A1252,Data Anlytics Corse,158,4780,531.11,$247.20,9,$27.47,23,,"$1,005",2024-11-24,Hyderbad,DESKTOP,learn data analytics
A1253,Data Analytics Corse,187,3800,475.00,$241.00,8,$30.13,16,0.043,"$1,842",2024/11/09,Hyderbad,Mobile,analytics for data
A1254,Data Anlytics Corse,95,4096,455.11,$242.69,9,$26.97,26,0.095,"$1,550",22-11-2024,Hyderbad,TABLET,online data analytic
A1255,Data Analytcis Course,118,3562,1187.33,$231.50,3,$77.17,12,0.025,"$1,856",2024/11/19,hydrebad,DESKTOP,data analytics course
A1256,DataAnalyticsCourse,166,3910,558.57,$191.32,7,$27.33,27,0.042,,2024/11/15,hydrebad,Mobile,analytics for data
A1257,DataAnalyticsCourse,146,5411,773.00,$201.76,7,$28.82,28,0.048,"$1,393",14-11-2024,hydrebad,Desktop,data analitics online
A1258,DataAnalyticsCourse,101,4026,447.33,$219.68,9,$24.41,22,0.089,"$1,149",15-11-2024,hyderabad,DESKTOP,analytics for data
A1259,Data Anlytics Corse,185,3716,530.86,$218.23,7,$31.18,27,0.056,"$1,015",2024/11/03,hydrebad,DESKTOP,online data analytic
A1260,Data Analytcis Course,147,5162,737.43,$186.79,7,$26.68,30,0.048,"$1,733",2024/11/25,hyderabad,Desktop,analytics for data
A1261,Data Analytcis Course,188,3859,428.78,$211.83,9,$23.54,30,0.048,"$1,719",2024-11-28,HYDERABAD,MOBILE,online data analytic
A1262,Data Anlytics Corse,122,3350,1116.67,$225.89,3,$75.30,28,,"$1,509",2024/11/24,HYDERABAD,DESKTOP,data analitics online
A1263,Data Analytics Corse,143,5340,593.33,,9,0,20,0.063,"$1,223",2024-11-05,Hyderbad,tablet,online data analytic
A1264,Data Analytics Corse,170,3124,1041.33,$234.92,3,$78.31,17,0.018,"$1,232",2024/11/11,hydrebad,Desktop,data anaytics training
A1265,Data Analytics Corse,114,5017,836.17,$242.62,6,$40.44,11,0.053,"$1,303",2024/11/17,hydrebad,MOBILE,data analitics online
A1266,Data Analytics Corse,186,3424,1141.33,$201.81,3,$67.27,27,0.016,"$1,337",2024-11-26,hydrebad,DESKTOP,data anaytics training
A1267,Data Analytcis Course,120,4060,451.11,$210.95,9,$23.44,24,0.075,"$1,376",2024-11-05,hydrebad,tablet,data analitics online
A1268,Data Analytcis Course,130,5688,1137.60,$212.05,5,$42.41,21,0.038,"$1,454",17-11-2024,Hyderbad,DESKTOP,learn data analytics
A1269,Data Analytics Corse,178,5029,628.63,$189.79,8,$23.72,25,0.045,"$1,510",09-11-2024,hyderabad,desktop,data anaytics training
A1270,DataAnalyticsCourse,196,5476,1369.00,$204.63,4,$51.16,19,0.02,"$1,288",26-11-2024,hyderabad,desktop,data anaytics training
A1271,Data Analytcis Course,110,5000,1666.67,$197.89,3,$65.96,18,0.027,"$1,110",2024/11/12,HYDERABAD,desktop,online data analytic
A1272,Data Analytcis Course,95,4141,1380.33,$207.14,3,$69.05,22,0.054,"$1,929",2024-11-11,hyderabad,Tablet,learn data analytics
A1273,Data Anlytics Corse,183,4791,958.20,$232.97,5,$46.59,27,,"$1,476",2024-11-21,hydrebad,desktop,data analitics online
A1274,DataAnalyticsCourse,100,4168,1389.33,$193.60,3,$64.53,30,0.03,"$1,692",2024/11/25,hyderabad,desktop,online data analytic
A1275,Data Analytcis Course,187,3741,374.10,$226.11,10,$22.61,27,0.053,"$1,342",14-11-2024,Hyderbad,tablet,learn data analytics
A1276,Data Analytcis Course,90,3577,715.40,$233.54,5,$46.71,24,0.052,"$1,175",2024-11-14,hyderabad,tablet,analytics for data
A1277,Data Analytics Corse,148,4469,558.63,$209.76,8,$26.22,25,0.054,,2024-11-25,Hyderbad,tablet,data analytics course
A1278,Data Analytcis Course,129,3611,515.86,$227.82,7,$32.55,11,0.054,"$1,250",2024-11-22,HYDERABAD,tablet,data anaytics training
A1279,Data Analytcis Course,120,3947,657.83,$193.49,6,$32.25,15,0.05,"$1,305",2024/11/12,hydrebad,mobile,data anaytics training
A1280,Data Analytcis Course,82,4239,529.88,$191.75,8,$23.97,23,,"$1,062",2024-11-22,Hyderbad,Mobile,learn data analytics
A1281,Data Analytics Corse,145,5973,853.29,$242.16,7,$34.59,12,0.048,"$1,508",2024-11-14,HYDERABAD,Tablet,online data analytic
A1282,Data Analytics Corse,190,4525,905.00,$188.85,5,$37.77,10,0.026,"$1,875",2024/11/01,Hyderbad,tablet,data anaytics training
A1283,Data Anlytics Corse,137,4395,1098.75,$241.58,4,$60.40,24,0.043,"$1,512",2024-11-06,hyderabad,desktop,online data analytic
A1284,Data Analytics Corse,157,3047,1015.67,$222.66,3,$74.22,19,0.019,"$1,964",01-11-2024,hydrebad,mobile,data analitics online
A1285,DataAnalyticsCourse,105,5348,1069.60,$226.10,5,$45.22,27,0.048,"$1,003",12-11-2024,HYDERABAD,TABLET,learn data analytics
A1286,Data Analytics Corse,149,3101,344.56,$231.44,9,$25.72,15,0.06,"$1,126",2024-11-06,HYDERABAD,Tablet,data anaytics training
A1287,Data Analytics Corse,159,3693,615.50,$187.09,6,$31.18,24,0.038,"$1,256",24-11-2024,HYDERABAD,Desktop,learn data analytics
A1288,Data Analytics Corse,150,5590,698.75,,8,0,20,,"$1,286",02-11-2024,hydrebad,Mobile,data analytics course
A1289,Data Anlytics Corse,,5277,1055.40,$227.46,5,$45.49,10,,"$1,541",2024/11/15,HYDERABAD,tablet,data analitics online
A1290,Data Anlytics Corse,98,4653,930.60,$205.84,5,$41.17,29,0.051,"$1,866",02-11-2024,Hyderbad,Mobile,data analitics online
A1291,Data Analytics Corse,86,3513,501.86,$211.16,7,$30.17,22,,"$1,917",10-11-2024,HYDERABAD,desktop,data analytics course
A1292,Data Analytics Corse,128,5772,577.20,$235.54,10,$23.55,20,0.078,"$1,215",04-11-2024,HYDERABAD,desktop,data anaytics training
A1293,Data Anlytics Corse,105,5840,730.00,$236.56,8,$29.57,22,0.047,"$1,811",24-11-2024,hydrebad,TABLET,data analytics course
A1294,Data Anlytics Corse,90,,0.00,$249.00,10,$24.90,21,,"$1,245",19-11-2024,hyderabad,mobile,data analytics course
A1295,Data Analytics Corse,89,5158,1031.60,$211.76,5,$42.35,20,0.056,"$1,119",2024/11/21,HYDERABAD,Desktop,online data analytic
A1296,Data Anlytics Corse,119,3489,1163.00,$194.36,3,$64.79,14,0.055,"$1,633",2024/11/10,hyderabad,MOBILE,data analytics course
A1297,DataAnalyticsCourse,173,3977,795.40,$229.82,5,$45.96,30,0.037,"$1,584",2024-11-22,hyderabad,Desktop,learn data analytics
A1298,Data Analytics Corse,95,3397,485.29,$181.89,7,$25.98,,0.074,"$1,560",2024/11/27,HYDERABAD,TABLET,data analytics course
A1299,Data Analytics Corse,112,5194,1038.80,$245.97,5,$49.19,10,0.045,"$1,016",21-11-2024,hydrebad,tablet,data anaytics training
A1300,Data Analytcis Course,134,3007,601.40,$217.53,5,$43.51,10,0.037,"$1,371",30-11-2024,hydrebad,mobile,data anaytics training
A1301,Data Analytcis Course,113,5721,953.50,$216.70,6,$36.12,11,0.053,"$1,743",2024-11-17,Hyderbad,Desktop,data anaytics training
A1302,DataAnalyticsCourse,157,3546,709.20,$189.11,5,$37.82,16,0.032,"$1,333",28-11-2024,hydrebad,mobile,data analitics online
A1303,DataAnalyticsCourse,105,3670,407.78,$245.85,9,$27.32,24,,"$1,653",2024/11/24,hydrebad,TABLET,data analytics course
A1304,Data Anlytics Corse,162,5915,#DIV/0!,$211.96,,#DIV/0!,11,,"$1,394",2024-11-20,HYDERABAD,Tablet,analytics for data
A1305,Data Analytcis Course,,4450,445.00,$219.21,10,$21.92,16,0.056,"$1,917",2024-11-10,hyderabad,mobile,learn data analytics
A1306,DataAnalyticsCourse,136,5782,963.67,$189.65,6,$31.61,23,0.044,"$1,951",2024-11-11,HYDERABAD,Tablet,data anaytics training
A1307,DataAnalyticsCourse,192,4339,542.38,$245.57,8,$30.70,24,0.047,"$1,284",2024-11-18,hyderabad,mobile,learn data analytics
A1308,Data Anlytics Corse,147,5870,733.75,,8,0,14,0.054,"$1,748",2024-11-02,hyderabad,MOBILE,data anaytics training
A1309,DataAnalyticsCourse,164,5662,629.11,$186.41,9,$20.71,11,0.055,"$1,020",17-11-2024,hydrebad,tablet,data analytics course
A1310,DataAnalyticsCourse,192,5130,1282.50,$184.63,4,$46.16,19,,"$1,087",2024-11-07,hyderabad,DESKTOP,data analytics course
A1311,Data Analytcis Course,139,4608,576.00,$224.99,8,$28.12,12,,"$1,095",2024/11/12,Hyderbad,desktop,data anaytics training
A1312,Data Analytics Corse,199,5290,755.71,$218.55,7,$31.22,20,0.035,"$1,234",2024-11-30,HYDERABAD,tablet,learn data analytics
A1313,Data Analytcis Course,82,4961,708.71,$220.29,7,$31.47,27,0.059,"$1,149",02-11-2024,HYDERABAD,Tablet,data analytics course
A1314,Data Analytics Corse,175,4347,1449.00,$242.06,3,$80.69,17,0.017,"$1,617",2024/11/22,hyderabad,desktop,data anaytics training
A1315,Data Anlytics Corse,181,5664,1132.80,$204.74,5,$40.95,22,0.028,"$1,719",22-11-2024,hyderabad,desktop,data analytics course
A1316,DataAnalyticsCourse,146,3757,417.44,$192.59,9,$21.40,25,,"$1,169",2024-11-09,HYDERABAD,DESKTOP,online data analytic
A1317,Data Analytcis Course,192,4225,704.17,$242.00,6,$40.33,24,0.031,"$1,032",2024-11-01,hydrebad,mobile,data analitics online
A1318,Data Anlytics Corse,149,3410,852.50,$181.12,4,$45.28,20,0.033,"$1,806",2024-11-17,Hyderbad,Desktop,learn data analytics
A1319,Data Analytcis Course,93,3934,655.67,$226.84,6,$37.81,20,0.065,"$1,964",2024/11/18,hyderabad,MOBILE,data analitics online
A1320,Data Analytcis Course,182,3384,423.00,$187.67,8,$23.46,18,0.044,"$1,769",2024/11/01,hydrebad,Desktop,analytics for data
A1321,Data Anlytics Corse,99,3842,480.25,$246.30,8,$30.79,23,0.081,"$1,452",10-11-2024,HYDERABAD,TABLET,online data analytic
A1322,Data Anlytics Corse,188,4022,502.75,$238.61,8,$29.83,20,0.043,,2024/11/06,hyderabad,Mobile,data analitics online
A1323,Data Analytics Corse,193,5786,578.60,$201.51,10,$20.15,16,0.052,"$1,617",2024/11/05,hyderabad,tablet,data anaytics training
A1324,Data Analytcis Course,107,4423,491.44,$239.47,9,$26.61,25,0.084,"$1,370",2024/11/23,HYDERABAD,DESKTOP,analytics for data
A1325,DataAnalyticsCourse,131,4228,469.78,$230.18,9,$25.58,16,0.069,"$1,393",2024-11-07,hydrebad,Desktop,data anaytics training
A1326,Data Analytics Corse,139,5120,1024.00,$199.30,5,$39.86,24,0.036,"$1,835",2024-11-23,hydrebad,mobile,data analytics course
A1327,DataAnalyticsCourse,141,3600,600.00,$227.54,6,$37.92,20,0.043,"$1,367",2024-11-07,HYDERABAD,DESKTOP,learn data analytics
A1328,Data Anlytics Corse,175,5016,1672.00,,3,0,16,0.017,"$1,836",2024-11-07,hyderabad,Tablet,learn data analytics
A1329,Data Analytics Corse,96,5771,1923.67,$213.98,3,$71.33,30,0.031,"$1,130",30-11-2024,Hyderbad,MOBILE,analytics for data
A1330,DataAnalyticsCourse,,4615,769.17,$194.89,6,$32.48,12,,"$1,923",2024/11/25,Hyderbad,TABLET,data anaytics training
A1331,Data Analytics Corse,187,3115,1038.33,$184.61,3,$61.54,12,0.016,"$1,324",2024-11-30,Hyderbad,MOBILE,learn data analytics
A1332,DataAnalyticsCourse,153,5886,1962.00,$218.33,3,$72.78,29,0.02,"$1,424",2024-11-20,HYDERABAD,MOBILE,analytics for data
A1333,DataAnalyticsCourse,122,4929,492.90,$192.72,10,$19.27,10,0.082,,2024/11/12,Hyderbad,Desktop,data anaytics training
A1334,Data Analytics Corse,151,4357,484.11,$238.69,9,$26.52,28,0.06,"$1,447",2024/11/13,HYDERABAD,tablet,analytics for data
A1335,Data Anlytics Corse,116,4519,645.57,$184.29,7,$26.33,23,,"$1,070",2024-11-12,HYDERABAD,Desktop,data anaytics training
A1336,Data Anlytics Corse,145,5612,1403.00,$207.34,4,$51.84,22,0.028,"$1,689",12-11-2024,HYDERABAD,DESKTOP,learn data analytics
A1337,Data Analytics Corse,90,3251,464.43,$198.69,7,$28.38,12,0.078,"$1,044",30-11-2024,HYDERABAD,Mobile,learn data analytics
A1338,Data Analytics Corse,133,3360,373.33,$203.78,9,$22.64,13,0.068,"$1,654",2024/11/14,hydrebad,Mobile,online data analytic
A1339,DataAnalyticsCourse,135,5891,981.83,$245.69,6,$40.95,21,0.044,"$1,947",2024/11/05,Hyderbad,Mobile,learn data analytics
A1340,Data Analytcis Course,155,5835,1458.75,$239.52,4,$59.88,10,0.041,,2024-11-13,hyderabad,mobile,analytics for data
A1341,Data Anlytics Corse,100,4928,492.80,$186.68,10,$18.67,22,0.1,"$1,071",2024-11-23,HYDERABAD,Mobile,analytics for data
A1342,Data Analytcis Course,138,4049,578.43,$182.66,7,$26.09,20,0.051,"$1,292",2024/11/20,HYDERABAD,Mobile,online data analytic
A1343,DataAnalyticsCourse,109,4114,685.67,$243.33,6,$40.56,18,0.044,"$1,456",2024/11/25,Hyderbad,tablet,learn data analytics
A1344,Data Anlytics Corse,124,3947,986.75,$198.11,4,$49.53,11,0.032,"$1,308",26-11-2024,hyderabad,mobile,data analytics course
A1345,Data Analytcis Course,,3705,#DIV/0!,$239.26,,#DIV/0!,25,,"$1,506",02-11-2024,HYDERABAD,TABLET,online data analytic
A1346,Data Analytics Corse,197,5365,1341.25,$208.86,4,$52.22,14,0.031,"$1,106",2024-11-01,HYDERABAD,Tablet,data anaytics training
A1347,Data Analytcis Course,114,5213,1303.25,$224.65,4,$56.16,26,0.035,"$1,218",2024/11/29,hyderabad,Tablet,online data analytic
A1348,Data Anlytics Corse,117,3951,790.20,$212.02,5,$42.40,16,0.052,"$1,949",2024-11-10,Hyderbad,Desktop,data anaytics training
A1349,Data Analytics Corse,198,3405,340.50,$224.90,10,$22.49,13,0.051,"$1,631",2024-11-14,HYDERABAD,Tablet,online data analytic
A1350,Data Analytcis Course,160,5367,670.88,$208.47,8,$26.06,20,,"$1,853",15-11-2024,hyderabad,Tablet,data analytics course
A1351,DataAnalyticsCourse,137,3602,720.40,$194.55,5,$38.91,23,0.036,"$1,580",2024-11-02,Hyderbad,TABLET,data analytics course
A1352,Data Anlytics Corse,163,3917,1305.67,$209.01,3,$69.67,10,,"$1,823",2024-11-17,Hyderbad,TABLET,data anaytics training
A1353,Data Analytics Corse,138,5671,1890.33,$244.12,3,$81.37,26,,,13-11-2024,Hyderbad,tablet,analytics for data
A1354,Data Analytics Corse,194,5019,717.00,$227.67,7,$32.52,28,0.036,"$1,019",22-11-2024,hydrebad,Mobile,learn data analytics
A1355,Data Analytics Corse,177,3569,446.13,$190.31,8,$23.79,13,0.035,"$1,403",2024/11/25,Hyderbad,mobile,online data analytic
A1356,DataAnalyticsCourse,113,3420,342.00,$223.48,10,$22.35,22,0.058,"$1,138",2024/11/23,hyderabad,MOBILE,online data analytic
